Number	Token	Language	Named Entity	POS	Universal Dependency	Sentence
1579	zh	Eng	O	X	X	s38
1580	QUOTE-SYMBOL	Eng	O	.	PUNCT	s38
1581	instead	Eng	O	ADV	ADV	s38
1582	of	Eng	O	ADP	ADP	s38
1583	QUOTE-SYMBOL	Eng	O	.	PUNCT	s38
1584	y	Spn	O	X	X	s38
1585	QUOTE-SYMBOL	Spn	O	.	PUNCT	s38
1586	or	Eng	O	CONJ	CCONJ	s38
1587	QUOTE-SYMBOL	Eng	O	.	PUNCT	s38
1588	ll	Eng	O	X	X	s38
1589	,	Eng	O	.	PUNCT	s38
1590	QUOTE-SYMBOL	Eng	O	.	PUNCT	s38
1591	para	Spn	O	ADP	ADP	s38
1592	transmitir	Spn	O	VERB	VERB	s38
1593	la	Spn	O	DET	DET	s38
1594	realidad	Spn	O	NOUN	NOUN	s38
1595	fonética	Spn	O	ADJ	ADJ	s38
1596	de	Spn	O	ADP	ADP	s38
1597	los	Spn	O	DET	DET	s38
1598	northern	Eng	O	ADJ	ADJ	s38
1599	suburbs	Eng	O	NOUN	NOUN	s38
1600	de	Spn	O	ADP	ADP	s38
1601	Buenos	Spn	LOCATION/LUG	NOUN	PROPN	s38
1602	Aires	Spn	LOCATION/LUG	NOUN	PROPN	s38
1603	.	Spn	O	.	PUNCT	s38
1604	Sha	Spn	PERSON/PERS	PRT	PART	s39
1605	.	Spn	O	.	PUNCT	s39
1606	Shuvia	Spn	O/PERS	NOUN	PROPN	s40
1607	.	Spn	O	.	PUNCT	s40
1608	Te	Spn	O	PRON	PRON	s41
1609	shamo	Spn	O	VERB	VERB	s41
1610	luego	Spn	O	ADV	ADV	s41
1611	.	Spn	O	.	PUNCT	s41
1612	Ever	Eng	O/PERS	ADV	ADV	s42
1613	daddy’s	Eng	O	ADJ	ADJ	s42
1614	girl	Eng	O	NOUN	NOUN	s42
1615	,	Eng	O	.	PUNCT	s42
1616	supongo	Spn	O	VERB	VERB	s42
1617	,	Spn	O	.	PUNCT	s42
1618	ehtudiante	Spn	O	NOUN	NOUN	s42
1619	de	Spn	O	ADP	ADP	s42
1620	la	Spn	O	DET	DET	s42
1621	tradición	Spn	O	NOUN	NOUN	s42
1622	oral	Eng	O	ADJ	ADJ	s42
1623	.	Eng	O	.	PUNCT	s42
1624	Heredé	Spn	O	VERB	VERB	s43
1625	su	Spn	O	DET	DET	s43
1626	crackshot	Eng	O	X	X	s43
1627	oído	Spn	O	NOUN	NOUN	s43
1628	también	Spn	O	ADV	ADV	s43
1629	.	Spn	O	.	PUNCT	s43
1630	Ex-estudiante	Spn	O	NOUN	NOUN	s44
1631	,	Spn	O	.	PUNCT	s44
1632	too	Eng	O	ADV	ADV	s44
1633	,	Eng	O	.	PUNCT	s44
1634	de	Spn	O	ADP	ADP	s44
1635	los	Spn	O	DET	DET	s44
1636	lingüista-fonetistas	Spn	O	NOUN	NOUN	s44
1637	donde	Spn	O	PRON	PRON	s44
1638	hice	Spn	O	VERB	VERB	s44
1639	mi	Spn	O	DET	DET	s44
1640	B.A.	Spn	O	X	X	s44
1641	(	Spn	O	.	PUNCT	s44
1642	gracias	Spn	O	NOUN	NOUN	s44
1643	Tracy	Eng	PERSON/PERS	NOUN	PROPN	s44
1644	Terrell	Eng	PERSON/PERS	NOUN	PROPN	s44
1645	and	Eng	O	CONJ	CCONJ	s44
1646	Ricardo	Spn	PERSON/PERS	NOUN	PROPN	s44
1647	Barrutia	Spn	PERSON/PERS	NOUN	PROPN	s44
1648	,	Spn	O	.	PUNCT	s44
1649	q.e.p.d	Spn	O	X	X	s44
1650	;	Spn	O	.	PUNCT	s44
1651	gracias	Spn	O	NOUN	NOUN	s44
1652	María	Spn	PERSON/PERS	NOUN	PROPN	s44
1653	Herrera-Sobek	Spn	O/PERS	NOUN	PROPN	s44
1654	)	Spn	O	.	PUNCT	s44
1655	,	Spn	O	.	PUNCT	s44
1656	I	Eng	O/ORG	PRON	PRON	s44
1657	learned	Eng	O/ORG	VERB	VERB	s44
1658	their	Eng	O/ORG	DET	DET	s44
1659	lessons	Eng	O/ORG	NOUN	PROPN	s44
1660	well	Eng	O/ORG	ADV	ADV	s44
1661	.	Eng	O	.	PUNCT	s44
1662	I	Eng	O/ORG	PRON	PRON	s45
1663	can’t	Eng	O/ORG	VERB	AUX	s45
1664	not	Eng	O/ORG	ADV	ADV	s45
1665	write	Eng	O/ORG	VERB	VERB	s45
1666	it	Eng	O/ORG	PRON	PRON	s45
1667	like	Eng	O/ORG	ADV	ADV	s45
1668	I	Eng	O/ORG	PRON	PRON	s45
1669	hear	Eng	O	VERB	VERB	s45
1670	it	Eng	O	PRON	PRON	s45
1671	.	Eng	O	.	PUNCT	s45
1672	So	Eng	O	ADV	ADV	s46
1673	,	Eng	O	.	PUNCT	s46
1674	en	Spn	O	ADP	ADP	s46
1675	Buenos	Spn	LOCATION/LUG	NOUN	PROPN	s46
1676	Aires	Spn	LOCATION/LUG	NOUN	PROPN	s46
1677	I	Eng	O/LUG	PRON	PRON	s46
1678	often	Eng	O	ADV	ADV	s46
1679	wrote	Eng	O	VERB	VERB	s46
1680	con	Spn	O	ADP	ADP	s46
1681	la	Spn	O	DET	DET	s46
1682	QUOTE-SYMBOL	Spn	O	.	PUNCT	s46
1683	th	Eng	O	X	X	s46
1684	QUOTE-SYMBOL	Eng	O	.	PUNCT	s46
1685	for	Eng	O	ADP	ADP	s46
1686	the	Eng	O	DET	DET	s46
1687	final	Eng	O	ADJ	ADJ	s46
1688	Castilian	Spn	O/ORG	ADJ	ADJ	s46
1689	QUOTE-SYMBOL	Spn	O	.	PUNCT	s46
1690	d	Eng	O	X	X	s46
1691	QUOTE-SYMBOL	Eng	O	.	PUNCT	s46
1692	:	Eng	O	.	PUNCT	s46
1693	fond	Eng	O	ADJ	ADJ	s46
1694	remnants	Eng	O	NOUN	NOUN	s46
1695	(	Eng	O	.	PUNCT	s46
1696	reliquias	Spn	O	NOUN	NOUN	s46
1697	?	Spn	O	.	PUNCT	s46
1698	)	Spn	O	.	PUNCT	s46
1699	de	Spn	O	ADP	ADP	s46
1700	mi	Spn	O	DET	DET	s46
1701	infancia	Spn	O	NOUN	NOUN	s46
1702	en	Spn	O	ADP	ADP	s46
1703	Madrith	Eng	O/LUG	NOUN	PROPN	s46
1704	.	Eng	O	.	PUNCT	s46
1705	Yeah	Eng	O/PERS	PRT	PART	s47
1706	,	Eng	O	.	PUNCT	s47
1707	otros	Spn	O	DET	DET	s47
1708	tics	Eng	O	NOUN	NOUN	s47
1709	y	Spn	O	CONJ	CCONJ	s47
1710	quirks	Eng	O	NOUN	NOUN	s47
1711	began	Eng	O	VERB	VERB	s47
1712	to	Eng	O	PRT	PART	s47
1713	surface	Eng	O	VERB	VERB	s47
1714	from	Eng	O	ADP	ADP	s47
1715	ADP	Eng	O	NOUN	NOUN	s47
1716	below	Eng	O	ADP	ADP	s47
1717	,	Eng	O	.	PUNCT	s47
1718	like	Eng	O	ADV	ADV	s47
1719	that	Eng	O	PRON	PRON	s47
1720	:	Eng	O	.	PUNCT	s47
1721	esa	Spn	O	DET	DET	s47
1722	unvoiced	Eng	O	ADJ	ADJ	s47
1723	interdental	Eng	O	NOUN	NOUN	s47
1724	from	Eng	O	ADP	ADP	s47
1725	the	Eng	O	DET	DET	s47
1726	heart	Eng	O	NOUN	NOUN	s47
1727	of	Eng	O	ADP	ADP	s47
1728	la	Spn	O	DET	DET	s47
1729	Madre	Spn	O/OTROS	NOUN	PROPN	s47
1730	Patria	Spn	O/OTROS	NOUN	PROPN	s47
1731	,	Spn	O	.	PUNCT	s47
1732	de	Spn	PERSON/O	ADP	ADP	s47
1733	Gachupilandia	Spn	PERSON/LUG	X	X	s47
1734	.	Spn	O	.	PUNCT	s47
1735	I’ve	Eng	O	PRON	PRON	s48
1736	never	Eng	O	ADV	ADV	s48
1737	been	Eng	O	VERB	VERB	s48
1738	able	Eng	O	ADJ	ADJ	s48
1739	to	Eng	O	PRT	PART	s48
1740	get	Eng	O	VERB	AUX	s48
1741	rid	Eng	O	VERB	VERB	s48
1742	of	Eng	O	PRT	PART	s48
1743	it	Eng	O	PRON	PRON	s48
1744	del	Spn	O	ADP	ADP	s48
1745	todo	Spn	O	ADV	ADV	s48
1746	,	Spn	O	.	PUNCT	s48
1747	coño	Spn	O	PRT	PART	s48
1748	!	Spn	O	.	PUNCT	s48
1749	Instead	Eng	O	ADV	ADV	s49
1750	of	Eng	O	PRT	PART	s49
1751	the	Eng	O	DET	DET	s49
1752	nice	Eng	O	ADJ	ADJ	s49
1753	,	Eng	O	.	PUNCT	s49
1754	crisp	Eng	O	ADJ	ADJ	s49
1755	,	Eng	O	.	PUNCT	s49
1756	occlusive	Eng	O	ADJ	ADJ	s49
1757	final	Eng	O	ADJ	ADJ	s49
1758	QUOTE-SYMBOL	Eng	O	.	PUNCT	s49
1759	d	Eng	O	X	X	s49
1760	,	Eng	O	.	PUNCT	s49
1761	QUOTE-SYMBOL	Eng	O	.	PUNCT	s49
1762	como	Spn	O	ADV	ADV	s49
1763	en	Spn	O	ADP	ADP	s49
1764	todas	Spn	O	DET	DET	s49
1765	las	Spn	O	DET	DET	s49
1766	novelas	Spn	O	NOUN	NOUN	s49
1767	on	Eng	O	ADP	ADP	s49
1768	Univisión	Spn	O/ORG	NOUN	PROPN	s49
1769	or	Eng	O/ORG	CONJ	CCONJ	s49
1770	Telemundo	Spn	ORGANIZATION/ORG	NOUN	PROPN	s49
1771	.	Spn	O	.	PUNCT	s49
1772	Simón	Spn	O/PERS	PRT	PART	s50
1773	,	Spn	O	.	PUNCT	s50
1774	esa	Spn	O	DET	DET	s50
1775	QUOTE-SYMBOL	Spn	O	.	PUNCT	s50
1776	d	Eng	O	X	X	s50
1777	QUOTE-SYMBOL	Eng	O	.	PUNCT	s50
1778	sería	Spn	O	VERB	VERB	s50
1779	más	Spn	O	ADV	ADV	s50
1780	normal	Eng	O	ADJ	ADJ	s50
1781	en	Spn	O	ADP	ADP	s50
1782	una	Spn	O	DET	DET	s50
1783	hablante	Spn	O	NOUN	NOUN	s50
1784	authentically	Eng	O	ADV	ADV	s50
1785	hispano/hablante	Spn	O	ADJ	ADJ	s50
1786	,	Spn	O	.	PUNCT	s50
1787	or	Eng	O	CONJ	CCONJ	s50
1788	Chicana	Spn	O/LUG	ADJ	ADJ	s50
1789	,	Spn	O	.	PUNCT	s50
1790	que	Spn	O	PRT	PART	s50
1791	no	Spn	O	ADV	ADV	s50
1792	?	Spn	O	.	PUNCT	s50
1793	Pero	Spn	O	CONJ	CCONJ	s51
1794	,	Spn	O	.	PUNCT	s51
1795	let	Eng	O	VERB	AUX	s51
1796	me	Eng	O	PRON	PRON	s51
1797	not	Eng	O	ADV	ADV	s51
1798	fail	Eng	O	VERB	VERB	s51
1799	to	Eng	O	PRT	PART	s51
1800	mention	Eng	O	VERB	VERB	s51
1801	,	Eng	O	.	PUNCT	s51
1802	while	Eng	O	ADP	ADP	s51
1803	I’m	Eng	O/ORG	PRON	PRON	s51
1804	at	Eng	O/ORG	ADP	ADP	s51
1805	it	Eng	O/ORG	PRON	PRON	s51
1806	,	Eng	O	.	PUNCT	s51
1807	the	Eng	O	DET	DET	s51
1808	little	Eng	O	ADJ	ADJ	s51
1809	vestigios	Spn	O	NOUN	NOUN	s51
1810	of	Eng	O	ADP	ADP	s51
1811	my	Eng	O	DET	DET	s51
1812	decades-ago	Eng	O	NOUN	NOUN	s51
1813	pero	Spn	O	CONJ	CCONJ	s51
1814	todavía	Spn	O	ADV	ADV	s51
1815	honorary	Eng	O	ADJ	ADJ	s51
1816	Puerto	Spn	O/ORG	NOUN	PROPN	s51
1817	Rican-ness	Eng	O/ORG	NOUN	PROPN	s51
1818	,	Eng	O	.	PUNCT	s51
1819	bestowed	Eng	O	VERB	VERB	s51
1820	—	Eng	O	.	PUNCT	s51
1821	d	Eng	O	X	X	s51
1822	imprinted	Eng	O	VERB	VERB	s51
1823	,	Eng	O	.	PUNCT	s51
1824	by	Eng	O	ADP	ADP	s51
1825	proximity	Eng	O	NOUN	NOUN	s51
1826	,	Eng	O	.	PUNCT	s51
1827	por	Spn	O	ADP	ADP	s51
1828	ósmosis	Spn	O	NOUN	NOUN	s51
1829	—	Spn	O	.	PUNCT	s51
1830	s	Eng	O	X	X	s51
1831	la	Spn	O	DET	DET	s51
1832	graduate	Eng	O	ADJ	ADJ	s51
1833	school	Eng	O	NOUN	NOUN	s51
1834	con	Spn	O	ADP	ADP	s51
1835	Frances	Spn	PERSON/PERS	NOUN	PROPN	s51
1836	,	Spn	O	.	PUNCT	s51
1837	o	Spn	O	CONJ	CCONJ	s51
1838	con	Spn	O	ADP	ADP	s51
1839	Grace	Spn	O/PERS	NOUN	PROPN	s51
1840	.	Spn	O	.	PUNCT	s51
1841	Esa	Spn	O	DET	DET	s52
1842	loving	Eng	O	ADJ	ADJ	s52
1843	,	Eng	O	.	PUNCT	s52
1844	Cambridge-	Eng	O/ORG	NOUN	PROPN	s52
1845	and	Eng	O/ORG	CONJ	CCONJ	s52
1846	Berkeleyspawned	Eng	O/ORG	X	X	s52
1847	P.R.	Spn	O/ORG	X	X	s52
1848	osmosis	Spn	O	NOUN	NOUN	s52
1849	ha	Spn	O	VERB	AUX	s52
1850	resultado	Spn	O	VERB	VERB	s52
1851	en	Spn	O	ADP	ADP	s52
1852	cierta	Spn	O	ADJ	ADJ	s52
1853	excesiva	Spn	O	ADJ	ADJ	s52
1854	rapidez	Spn	O	NOUN	NOUN	s52
1855	,	Spn	O	.	PUNCT	s52
1856	una	Spn	O	DET	DET	s52
1857	leve	Spn	O	ADJ	ADJ	s52
1858	nasalización	Spn	O	NOUN	NOUN	s52
1859	y	Spn	O	CONJ	CCONJ	s52
1860	un	Spn	O	DET	DET	s52
1861	definite	Eng	O	ADJ	ADJ	s52
1862	tropiléxico	Spn	O	ADJ	ADJ	s52
1863	empedernido	Spn	O	NOUN	NOUN	s52
1864	:	Spn	O	.	PUNCT	s52
1865	uso	Spn	O	VERB	VERB	s52
1866	maceta	Spn	O	NOUN	NOUN	s52
1867	for	Eng	O	ADP	ADP	s52
1868	agarrado	Spn	O	NOUN	NOUN	s52
1869	and	Eng	O	CONJ	CCONJ	s52
1870	every	Eng	O	ADV	ADV	s52
1871	other	Eng	O	ADJ	ADJ	s52
1872	word	Eng	O	NOUN	NOUN	s52
1873	is	Eng	O	VERB	VERB	s52
1874	chévere	Eng	O	ADJ	ADJ	s52
1875	chévere	Eng	O	ADJ	ADJ	s52
1876	.	Eng	O	.	PUNCT	s52
1877	Al	Spn	O	ADP	ADP	s53
1878	punto	Spn	O	NOUN	NOUN	s53
1879	de	Spn	O	ADP	ADP	s53
1880	que	Spn	O	CONJ	SCONJ	s53
1881	my	Eng	O	DET	DET	s53
1882	students	Eng	O	NOUN	NOUN	s53
1883	aquí	Spn	O	PRON	PRON	s53
1884	en	Spn	O	ADP	ADP	s53
1885	Califas	Spn	O/LUG	NOUN	PROPN	s53
1886	(	Spn	O	.	PUNCT	s53
1887	who	Eng	O	PRON	PRON	s53
1888	have	Eng	O	VERB	VERB	s53
1889	no	Spn	O	ADV	ADV	s53
1890	clue	Eng	O	NOUN	NOUN	s53
1891	what	Eng	O	PRON	PRON	s53
1892	foreign	Eng	O	ADJ	ADJ	s53
1893	Hispanopaís	Spn	O/ORG	NOUN	PROPN	s53
1894	I	Eng	O/ORG	PRON	PRON	s53
1895	hail	Eng	O	VERB	VERB	s53
1896	from	Eng	O	ADP	ADP	s53
1897	pero	Spn	O	CONJ	CCONJ	s53
1898	saben	Spn	O	VERB	VERB	s53
1899	que	Spn	O	CONJ	SCONJ	s53
1900	I	Eng	O	PRON	PRON	s53
1901	lived	Eng	O	VERB	VERB	s53
1902	recently	Eng	O	ADV	ADV	s53
1903	en	Spn	O	ADP	ADP	s53
1904	Buenos	Spn	LOCATION/LUG	NOUN	PROPN	s53
1905	Aires	Spn	LOCATION/LUG	NOUN	PROPN	s53
1906	)	Spn	O	.	PUNCT	s53
1907	think	Eng	O	VERB	VERB	s53
1908	that	Eng	O	ADP	ADP	s53
1909	chévere	Eng	O	NOUN	NOUN	s53
1910	es	Spn	O	VERB	VERB	s53
1911	una	Spn	O	DET	DET	s53
1912	palabra	Spn	O	NOUN	NOUN	s53
1913	argentina	Spn	O	ADJ	ADJ	s53
1914	!	Spn	O	.	PUNCT	s53
1915	Also	Eng	O	ADV	ADV	s54
1916	,	Eng	O	.	PUNCT	s54
1917	me	Spn	O	PRON	PRON	s54
1918	salen	Spn	O	VERB	VERB	s54
1919	algunos	Spn	O	DET	DET	s54
1920	markers	Eng	O	NOUN	NOUN	s54
1921	de	Spn	O	ADP	ADP	s54
1922	mi	Spn	O	DET	DET	s54
1923	niñez	Spn	O	NOUN	NOUN	s54
1924	en	Spn	O	ADP	ADP	s54
1925	Guadalajara	Spn	LOCATION/LUG	NOUN	PROPN	s54
1926	,	Spn	O	.	PUNCT	s54
1927	like	Eng	O	ADV	ADV	s54
1928	fíjate	Spn	O	VERB	VERB	s54
1929	,	Spn	O	.	PUNCT	s54
1930	or	Eng	O	CONJ	CCONJ	s54
1931	sabes	Spn	O	VERB	VERB	s54
1932	qué	Spn	O	PRON	PRON	s54
1933	?	Spn	O	.	PUNCT	s54
1934	Y	Spn	O	CONJ	CCONJ	s55
1935	siempre	Spn	O	ADV	ADV	s55
1936	,	Spn	O	.	PUNCT	s55
1937	signs	Eng	O	NOUN	NOUN	s55
1938	de	Spn	O	ADP	ADP	s55
1939	mi	Spn	O	DET	DET	s55
1940	daily	Eng	O	ADJ	ADJ	s55
1941	Latinidad	Spn	ORGANIZATION/ORG	NOUN	PROPN	s55
1942	,	Spn	O	.	PUNCT	s55
1943	mi	Spn	O	DET	DET	s55
1944	Chicana	Spn	O/LUG	ADJ	ADJ	s55
1945	,	Spn	O	.	PUNCT	s55
1946	code-switching	Eng	O	ADJ	ADJ	s55
1947	life	Eng	O	NOUN	NOUN	s55
1948	,	Eng	O	.	PUNCT	s55
1949	right	Eng	O	ADV	ADV	s55
1950	here	Eng	O	ADV	ADV	s55
1951	en	Spn	O	ADP	ADP	s55
1952	la	Spn	O	DET	DET	s55
1953	cuenca	Spn	O	NOUN	NOUN	s55
1954	de	Spn	O	ADP	ADP	s55
1955	Los	Spn	LOCATION/O	NOUN	NOUN	s55
1956	Angeles	Spn	LOCATION/LUG	NOUN	PROPN	s55
1957	.	Spn	O	.	PUNCT	s55
1958	Simón	Spn	O/PERS	PRT	PART	s56
1959	,	Spn	O	.	PUNCT	s56
1960	mano	Spn	O	X	X	s56
1961	.	Spn	O	.	PUNCT	s56
1962	Califas	Spn	O/PERS	NOUN	PROPN	s57
1963	.	Spn	O	.	PUNCT	s57
1964	Orale	Spn	O/PERS	PRT	PART	s58
1965	vato	Spn	O	NOUN	NOUN	s58
1966	.	Spn	O	.	PUNCT	s58
1967	Carnal	Spn	O	NOUN	NOUN	s59
1968	,	Spn	O	.	PUNCT	s59
1969	you	Eng	O	PRON	PRON	s59
1970	know	Eng	O	VERB	VERB	s59
1971	?	Eng	O	.	PUNCT	s59
1972	Finally	Eng	O/ORG	ADV	ADV	s60
1973	,	Eng	O	.	PUNCT	s60
1974	last	Eng	O	ADV	ADV	s60
1975	but	Eng	O	CONJ	CCONJ	s60
1976	not	Eng	O	ADV	ADV	s60
1977	least	Eng	O	ADV	ADV	s60
1978	,	Eng	O	.	PUNCT	s60
1979	de	Spn	O	ADP	ADP	s60
1980	mi	Spn	O	DET	DET	s60
1981	fixation	Eng	O	NOUN	NOUN	s60
1982	on	Eng	O	ADP	ADP	s60
1983	faux	Eng	O	ADJ	ADJ	s60
1984	or	Eng	O	CONJ	CCONJ	s60
1985	QUOTE-SYMBOL	Eng	O	.	PUNCT	s60
1986	bad	Eng	O	ADJ	ADJ	s60
1987	QUOTE-SYMBOL	Eng	O	.	PUNCT	s60
1988	translation	Eng	O	ADJ	ADJ	s60
1989	games	Eng	O	NOUN	NOUN	s60
1990	me	Spn	O	PRON	PRON	s60
1991	salió	Spn	O	VERB	VERB	s60
1992	hasta	Spn	O	ADP	ADP	s60
1993	el	Spn	O	DET	DET	s60
1994	title	Eng	O	NOUN	NOUN	s60
1995	of	Eng	O	ADP	ADP	s60
1996	the	Eng	O	DET	DET	s60
1997	book	Eng	O	NOUN	NOUN	s60
1998	.	Eng	O	.	PUNCT	s60
1999	Killer	Eng	O/PERS	NOUN	PROPN	s61
2000	Crónicas	Spn	O/ORG	NOUN	PROPN	s61
2001	.	Spn	O	.	PUNCT	s61
2002	As	Eng	O	ADP	ADP	s62
2003	I	Eng	O	PRON	PRON	s62
2004	recount	Eng	O	VERB	VERB	s62
2005	en	Spn	O	ADP	ADP	s62
2006	la	Spn	O	DET	DET	s62
2007	segunda	Spn	O	ADJ	ADJ	s62
2008	crónica	Spn	O	NOUN	NOUN	s62
2009	que	Spn	O	CONJ	SCONJ	s62
2010	escribí	Spn	O	VERB	VERB	s62
2011	back	Eng	O	ADP	ADP	s62
2012	in	Eng	O	ADP	ADP	s62
2013	early	Eng	O	ADV	ADV	s62
2014	2001	Num	O	NUM	NUM	s62
2015	,	Num	O	.	PUNCT	s62
2016	I	Eng	O/ORG	PRON	PRON	s62
2017	have	Eng	O/ORG	VERB	AUX	s62
2018	always	Eng	O/ORG	ADV	ADV	s62
2019	played	Eng	O/ORG	VERB	VERB	s62
2020	language	Eng	O	ADJ	ADJ	s62
2021	games	Eng	O	NOUN	NOUN	s62
2022	,	Eng	O	.	PUNCT	s62
2023	my	Eng	O	DET	DET	s62
2024	whole	Eng	O	ADJ	ADJ	s62
2025	life	Eng	O	NOUN	NOUN	s62
2026	,	Eng	O	.	PUNCT	s62
2027	y	Spn	O	CONJ	CCONJ	s62
2028	con	Spn	O	ADP	ADP	s62
2029	mis	Spn	O	DET	DET	s62
2030	estudiantes	Spn	O	NOUN	NOUN	s62
2031	I	Eng	O/ORG	PRON	PRON	s62
2032	really	Eng	O	ADV	ADV	s62
2033	go	Eng	O	VERB	VERB	s62
2034	for	Eng	O	ADP	ADP	s62
2035	it	Eng	O	PRON	PRON	s62
2036	.	Eng	O	.	PUNCT	s62
2037	I	Eng	O	PRON	PRON	s63
2038	routinely	Eng	O	ADV	ADV	s63
2039	tell	Eng	O	VERB	VERB	s63
2040	them	Eng	O	PRON	PRON	s63
2041	,	Eng	O	.	PUNCT	s63
2042	por	Spn	O	ADP	ADP	s63
2043	ejemplo	Spn	O	NOUN	NOUN	s63
2044	,	Spn	O	.	PUNCT	s63
2045	to	Eng	O	PRT	PART	s63
2046	open	Eng	O	VERB	VERB	s63
2047	their	Eng	O	DET	DET	s63
2048	books	Eng	O	NOUN	NOUN	s63
2049	al	Spn	O	ADP	ADP	s63
2050	poema	Spn	O	NOUN	NOUN	s63
2051	de	Spn	O	ADP	ADP	s63
2052	Beloved	Eng	O/ORG	NOUN	PROPN	s63
2053	Nerve	Eng	O/ORG	NOUN	PROPN	s63
2054	(	Eng	O	.	PUNCT	s63
2055	Amado	Spn	O/ORG	NOUN	PROPN	s63
2056	Nervo	Spn	O/ORG	NOUN	PROPN	s63
2057	)	Spn	O	.	PUNCT	s63
2058	,	Spn	O	.	PUNCT	s63
2059	or	Eng	O	CONJ	CCONJ	s63
2060	that	Eng	O/ORG	ADP	ADP	s63
2061	we’re	Eng	O/ORG	PRON	PRON	s63
2062	going	Eng	O/ORG	VERB	AUX	s63
2063	to	Eng	O/ORG	PRT	PART	s63
2064	read	Eng	O/ORG	VERB	VERB	s63
2065	Fecund	Eng	O/ORG	NOUN	PROPN	s63
2066	(	Eng	O	.	PUNCT	s63
2067	Facundo	Spn	O/ORG	NOUN	PROPN	s63
2068	)	Spn	O	.	PUNCT	s63
2069	,	Spn	O	.	PUNCT	s63
2070	or	Eng	O	CONJ	CCONJ	s63
2071	the	Eng	O	DET	DET	s63
2072	Itchy	Eng	O/ORG	ADJ	ADJ	s63
2073	Scratchy	Eng	O/ORG	ADJ	ADJ	s63
2074	(	Eng	O	.	PUNCT	s63
2075	you	Eng	O/ORG	PRON	PRON	s63
2076	guess	Eng	O/ORG	VERB	VERB	s63
2077	)	Eng	O	.	PUNCT	s63
2078	.	Eng	O	.	PUNCT	s63
2079	So	Eng	O	PRT	PART	s64
2080	,	Eng	O	.	PUNCT	s64
2081	cuando	Spn	O	ADV	ADV	s64
2082	les	Spn	O	PRON	PRON	s64
2083	pedí	Spn	O	VERB	VERB	s64
2084	que	Spn	O	CONJ	SCONJ	s64
2085	abrieran	Spn	O	VERB	VERB	s64
2086	QUOTE-SYMBOL	Spn	O	.	PUNCT	s64
2087	Killer	Eng	O/PERS	NOUN	PROPN	s64
2088	QUOTE-SYMBOL	Eng	O	.	PUNCT	s64
2089	(	Eng	O	.	PUNCT	s64
2090	for	Eng	O	ADP	ADP	s64
2091	QUOTE-SYMBOL	Eng	O	.	PUNCT	s64
2092	El	Spn	O	DET	DET	s64
2093	mataderoQUOTE-SYMBOLde	Spn	O/ORG	X	X	s64
2094	Esteban	Spn	O/ORG	NOUN	PROPN	s64
2095	Echeverría	Spn	O/ORG	NOUN	PROPN	s64
2096	)	Spn	O	.	PUNCT	s64
2097	,	Spn	O	.	PUNCT	s64
2098	bueno	Spn	O	PRT	PART	s64
2099	,	Spn	O	.	PUNCT	s64
2100	they	Eng	O	PRON	PRON	s64
2101	barely	Eng	O	ADV	ADV	s64
2102	even	Eng	O	ADV	ADV	s64
2103	blinked	Eng	O	VERB	VERB	s64
2104	.	Eng	O	.	PUNCT	s64
2105	KillerCrónicas	Spn	O	X	X	s65
2106	,	Spn	O	.	PUNCT	s65
2107	entonces	Spn	O	ADV	ADV	s65
2108	,	Spn	O	.	PUNCT	s65
2109	representa	Spn	O	VERB	VERB	s65
2110	muchas	Spn	O	ADJ	ADJ	s65
2111	cosas	Spn	O	NOUN	NOUN	s65
2112	.	Spn	O	.	PUNCT	s65
2113	The	Eng	O	DET	DET	s66
2114	title	Eng	O	NOUN	NOUN	s66
2115	itself	Eng	O	PRON	PRON	s66
2116	,	Eng	O	.	PUNCT	s66
2117	and	Eng	O	CONJ	CCONJ	s66
2118	the	Eng	O	DET	DET	s66
2119	book’sI	Eng	O/ORG	X	X	s66
2120	structure	Eng	O/ORG	NOUN	PROPN	s66
2121	,	Eng	O	.	PUNCT	s66
2122	gesture	Eng	O/ORG	VERB	VERB	s66
2123	toward	Eng	O/ORG	ADP	ADP	s66
2124	the	Eng	O/ORG	DET	DET	s66
2125	foundational	Eng	O/ORG	ADJ	ADJ	s66
2126	texts	Eng	O/ORG	NOUN	PROPN	s66
2127	(	Eng	O	.	PUNCT	s66
2128	such	Eng	O/ORG	PRT	PART	s66
2129	as	Eng	O/ORG	ADP	ADP	s66
2130	QUOTE-SYMBOL	Eng	O	.	PUNCT	s66
2131	El	Spn	O/ORG	DET	DET	s66
2132	matadero	Spn	O/ORG	NOUN	PROPN	s66
2133	,	Spn	O	.	PUNCT	s66
2134	QUOTE-SYMBOL	Spn	O	.	PUNCT	s66
2135	or	Eng	O	CONJ	CCONJ	s66
2136	the	Eng	O	DET	DET	s66
2137	chronicles	Eng	O	NOUN	NOUN	s66
2138	of	Eng	O	ADP	ADP	s66
2139	the	Eng	O	DET	DET	s66
2140	so-called	Eng	O	ADJ	ADJ	s66
2141	New	Eng	O/ORG	NOUN	PROPN	s66
2142	World	Eng	O/ORG	NOUN	PROPN	s66
2143	)	Eng	O	.	PUNCT	s66
2144	that	Eng	O/ORG	ADP	ADP	s66
2145	sparked	Eng	O/ORG	VERB	VERB	s66
2146	my	Eng	O/ORG	DET	DET	s66
2147	fascination	Eng	O/ORG	NOUN	PROPN	s66
